"SB","binary","octal","hexadecimal"
"SB0934",1.10111110111111E+042,676773777776600,"6F-5F-5F-7F-FE-60"
"SB0935",1.00011110111111E+042,436773777743600,"47-5F-5F-7F-E3-60"
"SB0936",1.001101000001E+042,464040777777600,"4D-02-07-7F-FF-60"
"SB0937",1.1011111011111E+042,676760077775600,"6F-5F-00-7F-FD-60"
"SB0938",1.10111110111111E+042,676773000017600,"6F-5F-58-00-0F-60"
"SB0939",1.10111110000111E+042,676073777767600,"6F-43-5F-7F-F7-60"
"SB0940",1.10001100000111E+042,614073777737600,"63-03-5F-7F-DF-60"
"SB0941",1.10111110111111E+042,676773617777600,"6F-5F-5E-1F-FF-60"
"SB0942",1.101111101111E+042,676741777777600,"6F-5E-0F-7F-FF-60"
"SB0943",1.10111110101111E+042,676573777757600,"6F-57-5F-7F-EF-60"
"SB0944",1.10111110111111E+042,676773777677600,"6F-5F-5F-7F-BF-60"
"SB0945",1.10001110111111E+042,616771777777600,"63-5F-4F-7F-FF-60"
"SB0946",1.10111110111111E+042,676773770000600,"6F-5F-5F-70-00-60"
"SB0947",1.10001100000111E+042,614073776037600,"63-03-5F-7C-1F-60"
"SB0948",1.0111110111111E+041,276773777777600,"2F-5F-5F-7F-FF-60"
"SB0949",1.10111110111E+042,676701777767600,"6F-5C-0F-7F-F7-60"
"SB0950",1.10111110111011E+042,676733777777600,"6F-5D-5F-7F-FF-60"
"SB0951",1.10111110111111E+042,676773777677200,"6F-5F-5F-7F-BF-20"
"SB0952",1.10111110111E+042,676701777677600,"6F-5C-0F-7F-BF-60"
"SB0953",1.101111E+042,674001777677600,"6F-00-0F-7F-BF-60"
"SB0954",1.001011E+042,454001777676600,"4B-00-0F-7F-BE-60"
"SB0955",1.1011111011E+042,676601777677600,"6F-58-0F-7F-BF-60"
"SB0956",1.10110100000111E+042,664071774037600,"6D-03-4F-78-1F-60"
"SB0957",1.10110100000011E+042,664033774037600,"6D-01-5F-78-1F-60"
"SB0958",1.10000000000111E+042,600073774037600,"60-03-5F-78-1F-60"
"SB0959",1.0110100000111E+041,264073774037600,"2D-03-5F-78-1F-60"
"SB0960",1.10111110111111E+042,676773777700200,"6F-5F-5F-7F-C0-20"
"SB0961",1.00111110111111E+042,476773777777600,"4F-5F-5F-7F-FF-60"
"SB0962",1.00111010111011E+042,472733377777600,"4E-5D-5B-7F-FF-60"
"SB0963",1.101111101111E+042,676741377757600,"6F-5E-0B-7F-EF-60"
"SB0964",1.11111110111111E+042,776773777777600,"7F-5F-5F-7F-FF-60"
"SB0965",1.10111110111111E+042,676773667777600,"6F-5F-5E-6F-FF-60"
"SB0966",1.00111110111111E+042,476773677776600,"4F-5F-5E-7F-FE-60"
"SB0967",1.10111110111111E+042,676773677776600,"6F-5F-5E-7F-FE-60"
"SB0968",1.10111010111111E+042,672773777771600,"6E-5F-5F-7F-F9-60"
"SB0969",1.00011110111111E+042,436773437777600,"47-5F-5C-3F-FF-60"
"SB0970",1.101111000101E+042,674243676763600,"6F-0A-1E-7D-F3-60"
"SB0971",1.10110100000111E+042,664073777700600,"6D-03-5F-7F-C0-60"
"SB0972",1.101111101111E+042,676741002037600,"6F-5E-08-04-1F-60"
"SB0973",1.111100111101E+026,3717202600,"00-00-1F-1E-82-60"
"SB0974",1.101101E+042,664000377777600,"6D-00-03-7F-FF-60"
"SB0975",1.101E+042,640000037777600,"68-00-00-3F-FF-60"
"SB0976",1.10100000000111E+042,640073774037600,"68-03-5F-78-1F-60"
"SB0977",1.101101000001E+042,664043774037600,"6D-02-1F-78-1F-60"
"SB0978",1.10110100000111E+042,664073777577600,"6D-03-5F-7F-7F-60"
"SB0979",1.10110100000111E+042,664073777763200,"6D-03-5F-7F-F3-20"
"SB0980",1.10110100000011E+042,664033777777600,"6D-01-5F-7F-FF-60"
"SB0981",1.10110100000111E+042,664073777600200,"6D-03-5F-7F-80-20"
"SB0982",1.10111110101111E+042,676573417777600,"6F-57-5C-1F-FF-60"
"SB0983",1.10111010111111E+042,672773776717600,"6E-5F-5F-7D-CF-60"
"SB0984",1.10100110111111E+042,646773777727600,"69-5F-5F-7F-D7-60"
"SB0985",1.0110100000111E+041,264073777377600,"2D-03-5F-7E-FF-60"
"SB0986",1.0110100000111E+041,264071777777600,"2D-03-4F-7F-FF-60"
"SB0987",1.10010100000111E+042,624073777700600,"65-03-5F-7F-C0-60"
"SB0988",1.01111111111111E+020,27777600,"00-00-00-2F-FF-60"
"SB0989",1.10111110110111E+042,676673757777600,"6F-5B-5F-5F-FF-60"
"SB0990",1.10000100000111E+042,604073777777600,"61-03-5F-7F-FF-60"
"SB0991",1.10001110111111E+042,616773775777600,"63-5F-5F-7B-FF-60"
"SB0992",1.10001110111111E+042,616773777747600,"63-5F-5F-7F-E7-60"
"SB0993",1.10110100000111E+042,664073775777600,"6D-03-5F-7B-FF-60"
"SB0994",1.10110100000111E+042,664070777777600,"6D-03-47-7F-FF-60"
"SB0995",1.10110100000111E+042,664073777740200,"6D-03-5F-7F-E0-20"
"SB0996",1.00110100000111E+042,464073777777600,"4D-03-5F-7F-FF-60"
"SB0997",1.00100100000111E+042,444073777777600,"49-03-5F-7F-FF-60"
"SB0998",1.10111110101011E+042,676533777777600,"6F-55-5F-7F-FF-60"
"SB0999",1.1011111011111E+042,676763675777600,"6F-5F-1E-7B-FF-60"
"SB1003",1.10111010111111E+042,672773777377600,"6E-5F-5F-7E-FF-60"
"SB1004",1E+041,200003777203600,"20-00-1F-7E-83-60"
"SB1005",1.10100110111111E+042,646771077767600,"69-5F-48-7F-F7-60"
"SB1007",1.11111100000111E+042,774077777775071,"7F-03-7F-7F-FD-0F"
"SB1008",1.11111100000111E+042,774077777777071,"7F-03-7F-7F-FF-0F"
"SB1009",1.11000000011111E+042,700377707776671,"70-0F-7F-0F-FE-6F"
"SB1010",1.11111000111101E+042,770757777767671,"7E-1E-7F-7F-F7-6F"
"SB1011",1.11111100110111E+042,774677607777071,"7F-1B-7E-0F-FF-0F"
"SB1012",1.11111100000111E+042,774077607777071,"7F-03-7E-0F-FF-0F"
"SB1013",1.11111000110011E+042,770637777767671,"7E-19-7F-7F-F7-6F"
"SB1014",1.11111000111111E+042,770777777767671,"7E-1F-7F-7F-F7-6F"
"SB1016",1.10110100000111E+042,664073777747600,"6D-03-5F-7F-E7-60"
"SB1017",1.11110111111011E+039,76773677777600,"0F-5F-5E-7F-FF-60"
"SB1018",1.1011011011111E+042,666763677777600,"6D-5F-1E-7F-FF-60"
"SB1019",1.10011110101111E+042,636573777777600,"67-57-5F-7F-FF-60"
"SB1020",1E+042,400000077637600,"40-00-00-7F-9F-60"
"SB1021",1.10111110111111E+042,676773677777400,"6F-5F-5E-7F-FF-40"
"SB1022",1E+041,200003777206600,"20-00-1F-7E-86-60"
"SB1023",1.10110100000111E+042,664070000000000,"6D-03-40-00-00-00"
"SB1024",1.11111100011101E+042,774357467760671,"7F-0E-7C-6F-F0-6F"
"SB1025",1.10111110111111E+042,676773777617600,"6F-5F-5F-7F-8F-60"
"SB1026",1.10100110111111E+042,646773777677600,"69-5F-5F-7F-BF-60"
"SB1027",1.10111110111111E+042,676773776277600,"6F-5F-5F-7C-BF-60"
"SB1028",1.11111100000011E+042,774037777777071,"7F-01-7F-7F-FF-0F"
"SB1029",1.10111110111111E+042,676773776276600,"6F-5F-5F-7C-BE-60"
"SB1030",1.10110100000111E+042,664073776377600,"6D-03-5F-7C-FF-60"
"SB1031",1.10111100101111E+042,674573777777600,"6F-17-5F-7F-FF-60"
"SB1032",1.10110100000111E+042,664073777073600,"6D-03-5F-7E-3B-60"
"SB1033",1.10110100000111E+042,664073777773600,"6D-03-5F-7F-FB-60"
"SB1034",1.10110100000111E+042,664073776373600,"6D-03-5F-7C-FB-60"
"SB1035",1.10110100000111E+042,664073777743600,"6D-03-5F-7F-E3-60"
"SB1036",1.10110100000111E+042,664073777400200,"6D-03-5F-7F-00-20"
"SB1037",1.00110100000111E+042,464073777763600,"4D-03-5F-7F-F3-60"
"SB1038",1.101101E+042,664000177777600,"6D-00-01-7F-FF-60"
"SB1039",1.10100000000001E+042,640013777763600,"68-00-5F-7F-F3-60"
"SB1040",1.10100000000001E+042,640013377777600,"68-00-5B-7F-FF-60"
"SB1041",1.10100010101E+042,642501777177600,"68-54-0F-7E-7F-60"
"SB1042",1.101101E+042,664000777777600,"6D-00-07-7F-FF-60"
"SB1043",1.10110100000111E+042,664073017777600,"6D-03-58-1F-FF-60"
"SB1044",1.10100000110011E+039,64063777777600,"0D-03-1F-7F-FF-60"
"SB1045",1.10110100000111E+042,664073776177600,"6D-03-5F-7C-7F-60"
"SB1046",1.1011010000011E+042,664061777777600,"6D-03-0F-7F-FF-60"
"SB1047",1.10110100000111E+042,664073777774600,"6D-03-5F-7F-FC-60"
"SB1048",1.10101110100111E+042,656473777743600,"6B-53-5F-7F-E3-60"
"SB1049",1.10110100000111E+042,664072777777600,"6D-03-57-7F-FF-60"
"SB1050",1.10111110111111E+042,676773677603600,"6F-5F-5E-7F-83-60"
"SB1051",1.101111101111E+042,676740677777600,"6F-5E-06-7F-FF-60"
"SB1052",1.0011110010111E+042,474563777777600,"4F-17-1F-7F-FF-60"
"SB1053",1.0011111011111E+042,476763677777200,"4F-5F-1E-7F-FF-20"
"SB1054",1.10111110101111E+042,676573777743600,"6F-57-5F-7F-E3-60"
"SB1055",1.10001110111111E+042,616773777777200,"63-5F-5F-7F-FF-20"
"SB1056",1.10101100101111E+042,654573777777600,"6B-17-5F-7F-FF-60"
"SB1057",1.10111110100111E+042,676473737777600,"6F-53-5F-3F-FF-60"
"SB1058",1.10111110101111E+042,676573777177600,"6F-57-5F-7E-7F-60"
"SB1059",1.10111110111111E+042,676773277777200,"6F-5F-5A-7F-FF-20"
"SB1060",1.0011111011111E+042,476763777777600,"4F-5F-1F-7F-FF-60"
"SB1061",1.10111110101111E+042,676573777577600,"6F-57-5F-7F-7F-60"
"SB1062",1.10111110101111E+042,676573777775600,"6F-57-5F-7F-FD-60"
"SB1063",1.10111110111111E+042,676771757777600,"6F-5F-4F-5F-FF-60"
"SB1064",1.10111110111111E+042,676773277777600,"6F-5F-5A-7F-FF-60"
"SB1065",1.00111100101111E+042,474573777777600,"4F-17-5F-7F-FF-60"
"SB1066",1.10110100000111E+042,664073757777600,"6D-03-5F-5F-FF-60"
"SB1067",1.10110100000111E+042,664073777437600,"6D-03-5F-7F-1F-60"
"SB1068",1.10110100000111E+042,664073777637600,"6D-03-5F-7F-9F-60"
"SB1069",1.10000000110111E+042,600673777777600,"60-1B-5F-7F-FF-60"
"SB1070",1.10101110100111E+042,656473377603600,"6B-53-5B-7F-83-60"
"SB1071",1.10101110101111E+042,656573377603600,"6B-57-5B-7F-83-60"
"SB1072",1.10110100000111E+042,664073776777600,"6D-03-5F-7D-FF-60"
"SB1073",1.10110100000111E+042,664073777776400,"6D-03-5F-7F-FE-40"
"SB1074",1.100011100111E+042,616343777777600,"63-4E-1F-7F-FF-60"
"SB1075",1.10001110100111E+042,616473777777600,"63-53-5F-7F-FF-60"
"SB1076",1.10110100000111E+042,664073777407600,"6D-03-5F-7F-07-60"
"SB1077",1E+041,200003774207600,"20-00-1F-78-87-60"
"SB1078",1E+041,200003617207600,"20-00-1E-1E-87-60"
"SB1079",1.111000111101E+026,3617202600,"00-00-1E-1E-82-60"
"SB1080",1E+041,200003776207600,"20-00-1F-7C-87-60"
"SB1081",1E+041,200003710000000,"20-00-1F-10-00-00"
"SB1082",1E+041,200003717217600,"20-00-1F-1E-8F-60"
"SB1083",1E+041,200003777607600,"20-00-1F-7F-87-60"
"SB1084",1E+041,200003367207600,"20-00-1B-6E-87-60"
"SB1085",1.100011E+042,614000000003600,"63-00-00-00-03-60"
"SB1086",1.10001110111111E+042,616773776777600,"63-5F-5F-7D-FF-60"
"SB1087",1.10101110101111E+042,656573375603600,"6B-57-5B-7B-83-60"
"SB1088",1.10101110100111E+042,656473375603600,"6B-53-5B-7B-83-60"
"SB1090",1.10111110111111E+042,676773637777600,"6F-5F-5E-3F-FF-60"
"SB1091",1.10111110111011E+042,676733677777200,"6F-5D-5E-7F-FF-20"
"SB1093",1.10011110111111E+042,636773677777600,"67-5F-5E-7F-FF-60"
"SB1095",1.00111110111111E+042,476773677777600,"4F-5F-5E-7F-FF-60"
"SB1098",1.10111110111111E+042,676773776277400,"6F-5F-5F-7C-BF-40"
"SB1099",1.00111110111111E+042,476773777677600,"4F-5F-5F-7F-BF-60"
"SB1100",1.10101110111111E+042,656773777677600,"6B-5F-5F-7F-BF-60"
"SB1101",1.10111100111111E+042,674773777637600,"6F-1F-5F-7F-9F-60"
"SB1102",1.10111110111111E+042,676773437777600,"6F-5F-5C-3F-FF-60"
"SB1103",1.10111110111111E+042,676773437637600,"6F-5F-5C-3F-9F-60"
"SB1104",1.10011110111111E+042,636773777677600,"67-5F-5F-7F-BF-60"
"SB1105",1.10111110011111E+042,676373777677600,"6F-4F-5F-7F-BF-60"
"SB1109",1.10100010110011E+039,64263777776600,"0D-0B-1F-7F-FE-60"
"SB1110",1.10100010110011E+039,64263777777600,"0D-0B-1F-7F-FF-60"
"SB1111",1.10100000110001E+039,64061777777600,"0D-03-0F-7F-FF-60"
"SB1112",1.01101000001E+041,264043777777600,"2D-02-1F-7F-FF-60"
"SB1113",1.0011010000011E+042,464063777756600,"4D-03-1F-7F-EE-60"
"SB1114",1.001E+042,440003777777600,"48-00-1F-7F-FF-60"
"SB1115",1.011010000011E+041,264063417777600,"2D-03-1C-1F-FF-60"
"SB1116",1.1011010000011E+042,664063777700600,"6D-03-1F-7F-C0-60"
"SB1118",1.101E+042,640003777776600,"68-00-1F-7F-FE-60"
"SB1119",1.01E+041,240003777777600,"28-00-1F-7F-FF-60"
"SB1120",1.101E+042,640003777546600,"68-00-1F-7F-66-60"
"SB1121",1.1E+042,600000777777600,"60-00-07-7F-FF-60"
"SB1122",1.1011010000011E+042,664063777776600,"6D-03-1F-7F-FE-60"
"SB1123",1.1011010000001E+042,664023777776600,"6D-01-1F-7F-FE-60"
"SB1124",1.101001000001E+042,644043777767600,"69-02-1F-7F-F7-60"
"SB1125",1.0011010000011E+042,464063735546600,"4D-03-1F-3B-66-60"
"SB1126",1.101111101111E+042,676743677776600,"6F-5E-1E-7F-FE-60"
"SB1127",1.1011111010111E+042,676563776766600,"6F-57-1F-7D-F6-60"
"SB1128",1.1011110010111E+042,674563777076600,"6F-17-1F-7E-3E-60"
"SB1129",1.1011110010111E+042,674563777077600,"6F-17-1F-7E-3F-60"
"SB1130",1E+042,400003637746600,"40-00-1E-3F-E6-60"
"SB1131",1.1011010000011E+042,664061777700600,"6D-03-0F-7F-C0-60"
"SB1132",1.101E+042,640001376177600,"68-00-0B-7C-7F-60"
"SB1133",1.0011110011111E+042,474763435546600,"4F-1F-1C-3B-66-60"
"SB1134",1.011010000011E+041,264063777775600,"2D-03-1F-7F-FD-60"
"SB1135",1.10111100111111E+042,674773677777200,"6F-1F-5E-7F-FF-20"
"SB1136",1.11101111111111E+031,173777777600,"00-07-5F-7F-FF-60"
"SB1137",1.10111100111111E+042,674773674377200,"6F-1F-5E-78-FF-20"
"SB1138",1.1011111E+042,676001677777200,"6F-40-0E-7F-FF-20"
"SB1139",1.10111110111111E+042,676773770003600,"6F-5F-5F-70-03-60"
"SB1140",1.10111110111111E+042,676773677377200,"6F-5F-5E-7E-FF-20"
"SB1141",1.10111110111111E+042,676773477777600,"6F-5F-5C-7F-FF-60"
"SB1142",1.10111110111111E+042,676773657777600,"6F-5F-5E-5F-FF-60"
"SB1143",1.0111110111111E+041,276773675777600,"2F-5F-5E-7B-FF-60"
"SB1144",1.10111110111111E+042,676773677600600,"6F-5F-5E-7F-80-60"
"SB1145",1.10000010111111E+042,602773674177600,"60-5F-5E-78-7F-60"
"SB1146",1.10110100000111E+042,664073777771600,"6D-03-5F-7F-F9-60"
"SB1147",1.10111000111111E+042,670773677777600,"6E-1F-5E-7F-FF-60"
"SB1148",1.10111110111111E+042,676773774377600,"6F-5F-5F-78-FF-60"
"SB1149",1.10111110111111E+042,676773677177600,"6F-5F-5E-7E-7F-60"
"SB1150",1.101111100111E+042,676343676037600,"6F-4E-1E-7C-1F-60"
"SB1151",1.110000001111E+042,700741027774671,"70-1E-08-2F-FC-6F"
"SB1152",1E+042,400000777777600,"40-00-07-7F-FF-60"
"SB1153",1.0000110001111E+042,414363777777600,"43-0F-1F-7F-FF-60"
"SB1154",1.1000110001111E+042,614363777767600,"63-0F-1F-7F-F7-60"
"SB1155",1.10001000011111E+042,610373777777600,"62-0F-5F-7F-FF-60"
"SB1156",1.100011000111E+042,614341777777600,"63-0E-0F-7F-FF-60"
"SB1157",1.10001100011111E+042,614373777737600,"63-0F-5F-7F-DF-60"
"SB1158",1.1000110001111E+042,614363777761600,"63-0F-1F-7F-F1-60"
"SB1159",1.1000110001111E+042,614363777777200,"63-0F-1F-7F-FF-20"
"SB1160",1.10001100011111E+042,614373777774600,"63-0F-5F-7F-FC-60"
"SB1161",1.1000110001111E+042,614363777777600,"63-0F-1F-7F-FF-60"
"SB1162",1.111E+039,74000036777600,"0F-00-00-3D-FF-60"
"SB1163",1.10111110111011E+042,676733777776600,"6F-5D-5F-7F-FE-60"
"SB1164",1.10111110101111E+042,676573777763600,"6F-57-5F-7F-F3-60"
"SB1165",1.10100000000011E+042,640033777777600,"68-01-5F-7F-FF-60"
"SB1166",1.10111110111111E+042,676773777437600,"6F-5F-5F-7F-1F-60"
"SB1167",1.10111110111111E+042,676773757777600,"6F-5F-5F-5F-FF-60"
"SB1168",1.1011111011111E+042,676761757777600,"6F-5F-0F-5F-FF-60"
"SB1169",1.10111110111111E+042,676771777777600,"6F-5F-4F-7F-FF-60"
"SB1170",1.10111110000011E+042,676033777777600,"6F-41-5F-7F-FF-60"
"SB1171",1.10111110111011E+042,676733757777600,"6F-5D-5F-5F-FF-60"
"SB1172",1.10111100011101E+042,674353677777600,"6F-0E-5E-7F-FF-60"
"SB1173",1.10111110111111E+042,676773677774000,"6F-5F-5E-7F-FC-00"
"SB1174",1.10011110111011E+042,636733777774600,"67-5D-5F-7F-FC-60"
"SB1175",1.1000111E+042,616000006777600,"63-40-00-0D-FF-60"
"SB1176",1.10000010111111E+042,602773761000200,"60-5F-5F-62-00-20"
"SB1177",1.10111110111111E+042,676773674377600,"6F-5F-5E-78-FF-60"
"SB1178",1.1011111011111E+042,676763777776600,"6F-5F-1F-7F-FE-60"
"SB1179",1.11110111111011E+039,76773674377200,"0F-5F-5E-78-FF-20"
"SB1180",1.10110100000111E+042,664073777663600,"6D-03-5F-7F-B3-60"
"SB1181",1.10110100000111E+042,664073777623600,"6D-03-5F-7F-93-60"
"SB1182",1.10110100000111E+042,664073777737600,"6D-03-5F-7F-DF-60"
"SB1183",1.011010000011E+041,264063676776600,"2D-03-1E-7D-FE-60"
"SB1184",1.10110110101111E+042,666573777777600,"6D-57-5F-7F-FF-60"
"SB1185",1.10111110101111E+042,676573477777600,"6F-57-5C-7F-FF-60"
"SB1186",1.10110100000111E+042,664073777775600,"6D-03-5F-7F-FD-60"
"SB1187",1.10110100000111E+042,664073777775200,"6D-03-5F-7F-FD-20"
"SB1188",1.1011111011111E+042,676761677777600,"6F-5F-0E-7F-FF-60"
"SB1189",1E+042,400000077477600,"40-00-00-7F-3F-60"
"SB1190",1.00111110111111E+042,476773677777200,"4F-5F-5E-7F-FF-20"
"SB1191",1.10111110110001E+042,676613677777600,"6F-58-5E-7F-FF-60"
"SB1192",1.10111110111111E+042,676773617743600,"6F-5F-5E-1F-E3-60"
"SB1193",1.10111110110111E+042,676673674177600,"6F-5B-5E-78-7F-60"
"SB1194",1.10111110111101E+042,676753677763600,"6F-5E-5E-7F-F3-60"
"SB1195",1.10101110111111E+042,656773677777600,"6B-5F-5E-7F-FF-60"
"SB1196",1.10111110110111E+042,676673757577600,"6F-5B-5F-5F-7F-60"
"SB1197",1.10111100110111E+042,674673757777600,"6F-1B-5F-5F-FF-60"
"SB1198",1.10111100000111E+042,674073757777600,"6F-03-5F-5F-FF-60"
"SB1199",1E+041,200003077377600,"20-00-18-7E-FF-60"
"SB1200",1.10111110111111E+042,676773777177600,"6F-5F-5F-7E-7F-60"
"SB1201",1.000000000001E+041,200023777237600,"20-01-1F-7E-9F-60"
"SB1202",1.10111110111011E+042,676733776003600,"6F-5D-5F-7C-03-60"
"SB1203",1E+041,200003777237600,"20-00-1F-7E-9F-60"
"SB1204",1.1011111011111E+042,676763777767600,"6F-5F-1F-7F-F7-60"
"SB1205",1.10111110011E+042,676303777777600,"6F-4C-1F-7F-FF-60"
"SB1206",1.10110010111111E+042,662773777477600,"6C-5F-5F-7F-3F-60"
"SB1207",1.1011001011111E+042,662763777777600,"6C-5F-1F-7F-FF-60"
"SB1208",1.1011011011111E+042,666763777777600,"6D-5F-1F-7F-FF-60"
"SB1209",1.1011110011111E+042,674763777777600,"6F-1F-1F-7F-FF-60"
"SB1210",1.0100110000111E+041,246073777777600,"29-43-5F-7F-FF-60"
"SB1211",1.10100000000001E+042,640013017777600,"68-00-58-1F-FF-60"
"SB1212",1.1010000000001E+042,640023777775600,"68-01-1F-7F-FD-60"
"SB1213",1.10100000000011E+042,640033377777600,"68-01-5B-7F-FF-60"
"SB1214",1.1011111010111E+042,676563777776600,"6F-57-1F-7F-FE-60"
"SB1215",1.10111100000101E+042,674053777777600,"6F-02-5F-7F-FF-60"
"SB1216",1.11110101111011E+039,76573777077600,"0F-57-5F-7E-3F-60"
"SB1217",1.00011110001111E+029,21707777600,"00-01-0F-0F-FF-60"
"SB1218",1.10111110111111E+042,676772077777600,"6F-5F-50-7F-FF-60"
"SB1219",1.01110100010011E+039,56423677402600,"0B-51-1E-7F-02-60"
"SB1220",1.01110100011011E+039,56433677404600,"0B-51-5E-7F-04-60"
"SB1221",1.00000010111001E+042,402713674777600,"40-5C-5E-79-FF-60"
"SB1222",1.000000101111E+042,402743637746600,"40-5E-1E-3F-E6-60"
"SB1223",1.000000101111E+042,402743677777600,"40-5E-1E-7F-FF-60"
"SB1224",1.0000001011111E+042,402763637747600,"40-5F-1E-3F-E7-60"
"SB1225",1.0000001011111E+042,402763677777600,"40-5F-1E-7F-FF-60"
"SB1226",1.00000010111111E+042,402773677777600,"40-5F-5E-7F-FF-60"
"SB1227",1.0000100001E+042,410203430644200,"42-08-1C-31-A4-20"
"SB1228",1.000011101111E+042,416743637746600,"43-5E-1E-3F-E6-60"
"SB1229",1.0011010000011E+042,464063677777600,"4D-03-1E-7F-FF-60"
"SB1230",1.10111100000011E+042,674033677777200,"6F-01-5E-7F-FF-20"
"SB1231",1.10111110111111E+042,676773777774600,"6F-5F-5F-7F-FC-60"
"SB1232",1.10011110111011E+042,636733777777600,"67-5D-5F-7F-FF-60"
"SB1233",1.10011110111011E+042,636733777757600,"67-5D-5F-7F-EF-60"
"SB1234",1.10001110111111E+042,616773777703600,"63-5F-5F-7F-C3-60"
"SB1235",1.10110100000111E+042,664073777777000,"6D-03-5F-7F-FF-00"
"SB1236",1.1011010000011E+042,664060000000000,"6D-03-00-00-00-00"
"SB1237",1.10110100000111E+042,664073777037600,"6D-03-5F-7E-1F-60"
"SB1238",1.10110100000111E+042,664073774077600,"6D-03-5F-78-3F-60"
"SB1239",1.111E+039,74000032000411,"0F-00-00-34-00-43"
"SB1240",1.11111010111111E+042,772777400001660,"7E-5F-7C-00-01-6C"
"SB1241",1.01100000001E+041,260040200020400,"2C-02-02-00-10-40"
"SB1242",1.01100000001E+041,260040200420400,"2C-02-02-01-10-40"
"SB1243",1.101100000001E+042,660040740022400,"6C-02-07-40-12-40"
"SB1244",1.101100000001E+042,660040767762400,"6C-02-07-6F-F2-40"
"SB1245",1.10000000000011E+042,600033717777600,"60-01-5F-1F-FF-60"
"SB1246",1.01000001110111E+038,24073777740600,"05-03-5F-7F-E0-60"
"SB1247",1.10110100000111E+042,664073477777600,"6D-03-5C-7F-FF-60"
"SB1249",1.101101E+042,664000017777600,"6D-00-00-1F-FF-60"
"SB1250",1.101101E+042,664000774037600,"6D-00-07-78-1F-60"
"SB1251",1.10011110100111E+042,636473777777600,"67-53-5F-7F-FF-60"
"SB1252",1.10000010100111E+042,602473777777600,"60-53-5F-7F-FF-60"
"SB1253",1.10111110110111E+042,676673676177600,"6F-5B-5E-7C-7F-60"
"SB1254",1.10111110111111E+042,676773677377600,"6F-5F-5E-7E-FF-60"
"SB1255",1.10111110111111E+042,676772037777600,"6F-5F-50-3F-FF-60"
"SB1256",1.10111111011111E+036,6773777777600,"01-5F-5F-7F-FF-60"
"SB1257",1.10111110101111E+042,676573677777600,"6F-57-5E-7F-FF-60"
"SB1258",1.10111110111111E+042,676773664177600,"6F-5F-5E-68-7F-60"
"SB1259",1.10111110000011E+042,676033677777600,"6F-41-5E-7F-FF-60"
"SB1260",1.1011111011101E+042,676723777777600,"6F-5D-1F-7F-FF-60"
"SB1261",1.10111110001111E+042,676173677777600,"6F-47-5E-7F-FF-60"
"SB1262",1E+042,400000074037600,"40-00-00-78-1F-60"
"SB1263",1.10111110101111E+042,676573604377600,"6F-57-5E-08-FF-60"
"SB1264",1.0011111011111E+042,476763677777600,"4F-5F-1E-7F-FF-60"
"SB1265",1.1000111011111E+042,616763777777600,"63-5F-1F-7F-FF-60"
"SB1266",1.011111011111E+041,276763677777600,"2F-5F-1E-7F-FF-60"
"SB1267",1.10110110001111E+042,666173677777600,"6D-47-5E-7F-FF-60"
"SB1268",1.101111101111E+042,676743677777200,"6F-5E-1E-7F-FF-20"
"SB1269",1.101111100111E+042,676343677777600,"6F-4E-1E-7F-FF-60"
"SB1270",1.101111000111E+042,674341677777600,"6F-0E-0E-7F-FF-60"
"SB1271",1.100111000111E+042,634343677777600,"67-0E-1E-7F-FF-60"
"SB1272",1.101111000111E+042,674343777777600,"6F-0E-1F-7F-FF-60"
"SB1273",1.101111000111E+042,674343677777600,"6F-0E-1E-7F-FF-60"
"SB1274",1.1001111011101E+042,636723777777600,"67-5D-1F-7F-FF-60"
"SB1275",1.10111110111111E+042,676773677677600,"6F-5F-5E-7F-BF-60"
"SB1276",1.10111110111111E+042,676773677657600,"6F-5F-5E-7F-AF-60"
"SB1277",1.10000010100011E+042,602433777777400,"60-51-5F-7F-FF-40"
"SB1278",1.10111010111111E+042,672773677775600,"6E-5F-5E-7F-FD-60"
"SB1279",1.101111101111E+042,676740007777600,"6F-5E-00-0F-FF-60"
"SB1280",1.00111100111111E+042,474773674177600,"4F-1F-5E-78-7F-60"
"SB1281",1.1010011011111E+042,646763777767600,"69-5F-1F-7F-F7-60"
"SB1282",1.1011111011111E+042,676763677777000,"6F-5F-1E-7F-FF-00"
"SB1283",1.1011111010111E+042,676563677774000,"6F-57-1E-7F-FC-00"
"SB1284",1.10111110101111E+042,676573677774000,"6F-57-5E-7F-FC-00"
"SB1285",1.101111100011E+042,676143677477600,"6F-46-1E-7F-3F-60"
"SB1286",1.10111110101111E+042,676573677477600,"6F-57-5E-7F-3F-60"
"SB1287",1.1011111010111E+042,676563677477600,"6F-57-1E-7F-3F-60"
"SB1288",1.10111110101111E+042,676573677577600,"6F-57-5E-7F-7F-60"
"SB1289",1.10111110111111E+042,676773677776200,"6F-5F-5E-7F-FE-20"
"SB1290",1.10111110111111E+042,676773277757600,"6F-5F-5A-7F-EF-60"
"SB1291",1.10001010111111E+042,612773677777600,"62-5F-5E-7F-FF-60"
"SB1292",1.10011110101111E+042,636573677777600,"67-57-5E-7F-FF-60"
"SB1293",1.10111110111111E+042,676773666177600,"6F-5F-5E-6C-7F-60"
"SB1294",1.10111111111111E+029,33777777600,"00-01-5F-7F-FF-60"
