SB,binary,octal,hexadecimal
SB0001,1001111111111111111111111111000010110001111,477777777413071,4F-7F-7F-7F-0B-0F
SB0002,1001111111111011111111111111000010110001111,477757777413071,4F-7E-7F-7F-0B-0F
SB0009,1101101000001100111111111111111111110100000,664063777777200,6D-03-1F-7F-FF-20
SB0040,1101111101111110111111111111111110001100000,676773777770600,6F-5F-5F-7F-F8-60
SB0054,1100101000001110111111111111111111111100000,624073777777600,65-03-5F-7F-FF-60
SB0058,1111111111110111111111111111111100001000111,777737777760431,7F-7D-7F-7F-F0-47
SB0063,1111111111111111110111001111111100001001111,777777347760471,7F-7F-7B-4F-F0-4F
SB0066,1101111111111111101111111111111100001100001,677776777760601,6F-7F-77-7F-F0-61
SB0067,1111111111111111101111111111111100001100001,777776777760601,7F-7F-77-7F-F0-61
SB0078,1111110001001111111111111111111111111101111,770477777777671,7E-13-7F-7F-FF-6F
SB0085,1111111111100000111000001011111100001000110,777603405760430,7F-78-1C-0B-F0-46
SB0087,1000000011111111101111111111111100001100001,401776777760601,40-3F-77-7F-F0-61
SB0089,1100011101111110111110111111111111111100000,616773737777600,63-5F-5F-3F-FF-60
SB0095,1110000111111111111111000000000000110001111,703777740003071,70-7F-7F-40-03-0F
SB0097,1110000111111111111111000000000000110000111,703777740003031,70-7F-7F-40-03-07
SB0101,1000000011111111111111111111000010110000111,401777777413031,40-3F-7F-7F-0B-07
SB0111,1111110101110000010000000000000000111100111,772701000003631,7E-5C-08-00-03-67
SB0112,0001111000000000000000110100000000001100000,074000032000600,0F-00-00-34-00-60
SB0117,0000000000000000000000000000000000111001111,000000000003471,00-00-00-00-03-4F
SB0118,0000000000000000000000000000000000001100000,000000000000600,00-00-00-00-00-60
SB0119,1101111101111100111101111111111111111100000,676763677777600,6F-5F-1E-7F-FF-60
SB0120,1101111101111110111111111111111111111100000,676773777777600,6F-5F-5F-7F-FF-60
SB0121,1101111101111110111101111111111111111100000,676773677777600,6F-5F-5E-7F-FF-60
SB0122,0101111101111110111101111111111111111100000,276773677777600,2F-5F-5E-7F-FF-60
SB0123,1101111101111110111101111111111111011100000,676773677775600,6F-5F-5E-7F-FD-60
SB0124,1000111101111110111101111111111111111100000,436773677777600,47-5F-5E-7F-FF-60
SB0125,1101111101111110111101111111111001111100000,676773677747600,6F-5F-5E-7F-E7-60
SB0126,1101101101111110111101111111110111111100000,666773677737600,6D-5F-5E-7F-DF-60
SB0127,1101111101111000111111111111111111111100000,676743777777600,6F-5E-1F-7F-FF-60
SB0128,1100011000001110111111111111111111111100000,614073777777600,63-03-5F-7F-FF-60
SB0129,1101111101001110111111111111111111111100000,676473777777600,6F-53-5F-7F-FF-60
SB0130,1101111101011110111111111111111111111100000,676573777777600,6F-57-5F-7F-FF-60
SB0131,1101011101011110111111111111111111111100000,656573777777600,6B-57-5F-7F-FF-60
SB0132,1101111101111110111101111100011111111100000,676773676177600,6F-5F-5E-7C-7F-60
SB0133,1100000101111110111111111111111111111100000,602773777777600,60-5F-5F-7F-FF-60
SB0134,1100011101111110111111111111111111111100000,616773777777600,63-5F-5F-7F-FF-60
SB0135,1100001101111110111101111111111111111100000,606773677777600,61-5F-5E-7F-FF-60
SB0136,1100011000111110111111111111111111111100000,614373777777600,63-0F-5F-7F-FF-60
SB0137,1100011101111110111111111111111110011100000,616773777771600,63-5F-5F-7F-F9-60
SB0138,1101111001011110111111111111111000111100000,674573777743600,6F-17-5F-7F-E3-60
SB0139,1101101000001110111111111111111101111100000,664073777767600,6D-03-5F-7F-F7-60
SB0140,1101101000001110111111111111111111111100000,664073777777600,6D-03-5F-7F-FF-60
SB0141,1101001000001110111111111111111111111100000,644073777777600,69-03-5F-7F-FF-60
SB0142,1101101000001110111111111111111100111100000,664073777763600,6D-03-5F-7F-F3-60
SB0143,1101101000001010111111111111111111011100000,664053777775600,6D-02-5F-7F-FD-60
SB0144,1101101000001110000111111111111111111100000,664070377777600,6D-03-43-7F-FF-60
SB0145,1101000000000010111111111111111111111100000,640013777777600,68-00-5F-7F-FF-60
SB0146,1101111101011110111111111110000011111100000,676573777017600,6F-57-5F-7E-0F-60
SB0147,1111110001111111111111111111111111111101111,770777777777671,7E-1F-7F-7F-FF-6F
SB0148,1111110001111111111110001111111111111101111,770777707777671,7E-1F-7F-0F-FF-6F
SB0152,1000000000000000000001111111111111111100000,400000077777600,40-00-00-7F-FF-60
SB0153,1100000000000000000000011111111111111100000,600000017777600,60-00-00-1F-FF-60
SB0154,0001111000000000000000111111000101011000000,074000037425400,0F-00-00-3F-15-40
SB0155,0001111000000000000000111111111111111100000,074000037777600,0F-00-00-3F-FF-60
SB0156,0101110000000000000000111101111100111100000,270000036763600,2E-00-00-3D-F3-60
SB0157,0100000000000000111110011110100001111100000,200003717207600,20-00-1F-1E-87-60
SB0158,1110000001111000010000001111111101001101111,700741007764671,70-1E-08-0F-F4-6F
SB0159,1010000000011000010000011101011101001101111,500141016564671,50-06-08-1D-74-6F
SB0162,0000000000000000000000001111111111111100000,000000007777600,00-00-00-0F-FF-60
SB0163,1101111101011110111111111111100111111100000,676573777637600,6F-57-5F-7F-9F-60
SB0164,1001111101111110111101111111111111111000000,476773677777400,4F-5F-5E-7F-FF-40
SB0172,1111111111111111111111111100000000000001111,777777776000071,7F-7F-7F-7C-00-0F
SB0173,1111111111111111111111111111000010000000111,777777777410031,7F-7F-7F-7F-08-07
SB0195,1111111111111111111111111111110100001101111,777777777720671,7F-7F-7F-7F-D0-6F
SB0207,1111111111111111111111111111111100001001111,777777777760471,7F-7F-7F-7F-F0-4F
SB0220,1111111111111111111101111111111100001100001,777777677760601,7F-7F-7E-7F-F0-61
SB0221,1111111111111111111111111111111100001100000,777777777760600,7F-7F-7F-7F-F0-60
SB0222,1111111111111111111111111111111100001100001,777777777760601,7F-7F-7F-7F-F0-61
SB0223,1111110101111111111111111111111111111101111,772777777777671,7E-5F-7F-7F-FF-6F
SB0228,1001111111110000011111111111000010110001111,477701777413071,4F-7C-0F-7F-0B-0F
SB0234,1111111111111111111111111111000010111101111,777777777413671,7F-7F-7F-7F-0B-6F
SB0235,1111111111111110011111111111000010111101111,777771777413671,7F-7F-4F-7F-0B-6F
SB0239,1001111111111111111111111101000010110001111,477777776413071,4F-7F-7F-7D-0B-0F
SB0240,1001111111111111111111111111000010110000111,477777777413031,4F-7F-7F-7F-0B-07
SB0242,1001100111111111111111111111000010110001111,463777777413071,4C-7F-7F-7F-0B-0F
SB0243,1001111111110111111001111111000010110001111,477737477413071,4F-7D-7C-7F-0B-0F
SB0246,1111111111111111111111110000000000000000000,777777770000000,7F-7F-7F-70-00-00
SB0248,1001111000001111111111111111000000110000111,474077777403031,4F-03-7F-7F-03-07
SB0251,1111111111111100111001111111000000000000001,777763477400001,7F-7F-1C-7F-00-01
SB0252,1111111111111111111001111111000000000000001,777777477400001,7F-7F-7C-7F-00-01
SB0258,1111110101111111111000000000000000011101111,772777400001671,7E-5F-7C-00-01-6F
SB0259,1101111101111110111111110100000000001100000,676773772000600,6F-5F-5F-74-00-60
SB0263,1101101000001110111111111000000111111100000,664073774037600,6D-03-5F-78-1F-60
SB0265,1101101101111110111101111111111111111100000,666773677777600,6D-5F-5E-7F-FF-60
SB0266,1101000000000010111111111110011111111100000,640013777177600,68-00-5F-7E-7F-60
SB0267,1101011101011110110111111111111111111100000,656573377777600,6B-57-5B-7F-FF-60
SB0268,1101011101001110111110111111111111111100000,656473737777600,6B-53-5F-3F-FF-60
SB0269,1101101000001100111111111111111111111100000,664063777777600,6D-03-1F-7F-FF-60
SB0271,1101101000001110110111111111111111111100000,664073377777600,6D-03-5B-7F-FF-60
SB0272,1101101000001110111111111111111011111100000,664073777757600,6D-03-5F-7F-EF-60
SB0273,1101101000001110111111111111111111110100000,664073777777200,6D-03-5F-7F-FF-20
SB0274,1101101000001110111111111111111111101100000,664073777776600,6D-03-5F-7F-FE-60
SB0275,1101101000001110111111111111111000001100000,664073777740600,6D-03-5F-7F-E0-60
SB0279,1101111111111000000000000100000010111101111,677740002013671,6F-7E-00-04-0B-6F
SB0282,1001111111111111010100000100000010110001111,477775202013071,4F-7F-6A-04-0B-0F
SB0283,1111111100011100000000000000000000000001111,776160000000071,7F-47-00-00-00-0F
SB0284,0001111000000000100000001110011111110100000,074002007177200,0F-00-10-0E-7F-20
SB0285,0000000000000000000000001000011111111100000,000000004177600,00-00-00-08-7F-60
SB0286,0000000110000000000000000011000000000000100,003000001400020,00-60-00-03-00-04
SB0287,0000000000000000000000000000010000010000000,000000000101000,00-00-00-00-41-00
SB0288,1101111000001110111111111111111111111100000,674073777777600,6F-03-5F-7F-FF-60
SB0289,1101101000001110011111111111111111111100000,664071777777600,6D-03-4F-7F-FF-60
SB0290,1101101000001000111111111111111111111100000,664043777777600,6D-02-1F-7F-FF-60
SB0291,1001101000001100111111111111111111001100000,464063777774600,4D-03-1F-7F-FC-60
SB0292,1101000000000010111111111101111111111100000,640013776777600,68-00-5F-7D-FF-60
SB0294,1101111101101110111101111111111111111100000,676673677777600,6F-5B-5E-7F-FF-60
SB0295,1101111101111110111101111111111111110100000,676773677777200,6F-5F-5E-7F-FF-20
SB0296,1101111101111110111101111111011111111100000,676773677577600,6F-5F-5E-7F-7F-60
SB0297,1101111101001100111111111111111111111100000,676463777777600,6F-53-1F-7F-FF-60
SB0298,1101101000001110111101111111111111111100000,664073677777600,6D-03-5E-7F-FF-60
SB0299,1101111101111000110111111111111111111100000,676743377777600,6F-5E-1B-7F-FF-60
SB0300,1101101101111110111111111111101111111100000,666773777677600,6D-5F-5F-7F-BF-60
SB0301,1101111001011110111111111111111101111100000,674573777767600,6F-17-5F-7F-F7-60
SB0302,1101011001011110111111111111111101111100000,654573777767600,6B-17-5F-7F-F7-60
SB0303,1100000101110110111111111111111111111100000,602733777777600,60-5D-5F-7F-FF-60
SB0304,1100000101111110111100001111111111111100000,602773607777600,60-5F-5E-0F-FF-60
SB0306,1001101000001100111111111111011111111100000,464063777577600,4D-03-1F-7F-7F-60
SB0307,1101101000001000011111111111111111111100000,664041777777600,6D-02-0F-7F-FF-60
SB0308,1111111100011111111100001111111100001100000,776177607760600,7F-47-7E-0F-F0-60
SB0311,0011111111111111110000000000000000000000011,177777000000011,1F-7F-78-00-00-03
SB0313,1001101000001000111101111101111000100100000,464043676742200,4D-02-1E-7D-E2-20
SB0316,1111111000001101111100001111111111110001111,774067607777071,7F-03-3E-0F-FF-0F
SB0319,1110000001111000010000001111111111001101111,700741007774671,70-1E-08-0F-FC-6F
SB0322,0100000000000000110111111110100001010100000,200003377205200,20-00-1B-7E-85-20
SB0323,1110000001111000011000001111111111001101111,700741407774671,70-1E-0C-0F-FC-6F
SB0325,1111110101110000000000000000000000111101111,772700000003671,7E-5C-00-00-03-6F
SB0326,0001111000000000000000001110011111110100000,074000007177200,0F-00-00-0E-7F-20
SB0327,1101111101011110111111111110001111111100000,676573777077600,6F-57-5F-7E-3F-60
SB0328,1101111101011110111111111111101111111100000,676573777677600,6F-57-5F-7F-BF-60
SB0329,1101111101111110111101111111111111110000000,676773677777000,6F-5F-5E-7F-FF-00
SB0330,1100011101111110111111111111111111110000000,616773777777000,63-5F-5F-7F-FF-00
SB0331,1100011101111110111111111100111111111100000,616773776377600,63-5F-5F-7C-FF-60
SB0332,1101111101111000111101111111111111111100000,676743677777600,6F-5E-1E-7F-FF-60
SB0333,1101101101111000111101111111111111111100000,666743677777600,6D-5E-1E-7F-FF-60
SB0334,1001111101111000111101111111111111111100000,476743677777600,4F-5E-1E-7F-FF-60
SB0335,1001101001111000111101111111111101111100000,464743677767600,4D-1E-1E-7F-F7-60
SB0337,1101100101111110111101111111111111111100000,662773677777600,6C-5F-5E-7F-FF-60
SB0338,1101111101111000111101111100011111111100000,676743676177600,6F-5E-1E-7C-7F-60
SB0339,1101111101111110111101111000011111111100000,676773674177600,6F-5F-5E-78-7F-60
SB0340,0000001101111110111101111111111111111100000,006773677777600,01-5F-5E-7F-FF-60
SB0341,1000111101111110111101111111111111001100000,436773677774600,47-5F-5E-7F-FC-60
SB0342,1100011101111000111111111111111100111100000,616743777763600,63-5E-1F-7F-F3-60
SB0343,1101111000011010111111111111111111111100000,674153777777600,6F-06-5F-7F-FF-60
SB0344,1101101000001110111111101111111111111100000,664073767777600,6D-03-5F-6F-FF-60
SB0345,1001101000001100111111111111111111111100000,464063777777600,4D-03-1F-7F-FF-60
SB0346,1001101000001000111101111111111111111100000,464043677777600,4D-02-1E-7F-FF-60
SB0347,1000101000001000111100111101111001101100000,424043636746600,45-02-1E-3D-E6-60
SB0354,1111110001111111111111111110111111111101111,770777777377671,7E-1F-7F-7E-FF-6F
SB0355,1111111111111111111111100000000000000000111,777777760000031,7F-7F-7F-60-00-07
SB0356,1111110001111111111100001111111111111101011,770777607777651,7E-1F-7E-0F-FF-6B
SB0357,1111110001111111111110001111111111111101011,770777707777651,7E-1F-7F-0F-FF-6B
SB0359,1111111111100000111000001011111100001001111,777603405760471,7F-78-1C-0B-F0-4F
SB0360,1111110001110111111111111111100011111001111,770737777617471,7E-1D-7F-7F-8F-4F
SB0361,1110110001111111111111111111110100111101110,730777777723670,76-1F-7F-7F-D3-6E
SB0362,1110110001111111111111111111110100111100000,730777777723600,76-1F-7F-7F-D3-60
SB0363,1111111111111111111100001111111100001101111,777777607760671,7F-7F-7E-0F-F0-6F
SB0382,1111111111111111111111111111110100001100111,777777777720631,7F-7F-7F-7F-D0-67
SB0393,1111111111111111111111111111111100001000000,777777777760400,7F-7F-7F-7F-F0-40
SB0410,1110001111110111110110001111111100001000111,707737307760431,71-7D-7B-0F-F0-47
SB0415,0100000000000000110111111110100001111100000,200003377207600,20-00-1B-7E-87-60
SB0416,0100000000000000111111111110100001111100000,200003777207600,20-00-1F-7E-87-60
SB0417,0100000000010000111110011110100001111100000,200103717207600,20-04-1F-1E-87-60
SB0418,0100000000000000111111111110111111111100000,200003777377600,20-00-1F-7E-FF-60
SB0419,0100000000000100111111111110111111111100000,200023777377600,20-01-1F-7E-FF-60
SB0422,1110000001111000000000001111111111001101111,700740007774671,70-1E-00-0F-FC-6F
SB0423,0001111000000000000000110000000000001100000,074000030000600,0F-00-00-30-00-60
SB0424,0000000100000000100000001110000000000000000,002002007000000,00-40-10-0E-00-00
SB0425,0101011101000110111111111111000000101100000,256433777402600,2B-51-5F-7F-02-60
SB0426,1100011101111110111101111111111111111100000,616773677777600,63-5F-5E-7F-FF-60
SB0427,1111111111111111111100001100000000000000111,777777606000031,7F-7F-7E-0C-00-07
SB0431,1100000000000000000001110000000000000000000,600000070000000,60-00-00-70-00-00
SB0435,0000000000000000000000001111111111100100000,000000007776200,00-00-00-0F-FE-20
SB0436,0000000000000000000000001111111111110000000,000000007777000,00-00-00-0F-FF-00
SB0439,0110000000001111101111100000000000000000011,300076760000011,30-03-77-60-00-03
SB0440,1100000000000000000000011100011111111100000,600000016177600,60-00-00-1C-7F-60
SB0443,1000000111110111111100111100001000001000001,403737636040401,40-7D-7E-3C-20-41
SB0444,1111111111111111110000000100000000000000011,777777002000011,7F-7F-78-04-00-03
SB0445,1000110000000000010001111111111111111100000,430001077777600,46-00-08-7F-FF-60
SB0446,1010110000000101111100111111011100001100000,530027637560600,56-01-3E-3F-70-60
SB0447,1111110101111100111000000000000000011101111,772763400001671,7E-5F-1C-00-01-6F
SB0448,1101111111111111111001110100000000000000000,677777472000000,6F-7F-7C-74-00-00
SB0451,1110111111111111111110000000000000000000111,737777700000031,77-7F-7F-00-00-07
SB0456,1111111111111111111001111100000000000000001,777777476000001,7F-7F-7C-7C-00-01
SB0464,1101101000001110111101111111011100111100000,664073677563600,6D-03-5E-7F-73-60
SB0465,1101101000001110111111111100110110111100000,664073776333600,6D-03-5F-7C-DB-60
SB0466,1101110000001000011111111111111101111100000,670041777767600,6E-02-0F-7F-F7-60
SB0467,0001111111111111111100001100001100001101111,077777606060671,0F-7F-7E-0C-30-6F
SB0475,1111111100110111111111111110000000000001111,776337777000071,7F-4D-7F-7E-00-0F
SB0484,0001101000001110111111111111111111111100000,064073777777600,0D-03-5F-7F-FF-60
SB0485,1000011101111110111101111111011100111100000,416773677563600,43-5F-5E-7F-73-60
SB0486,1101101000000010111111111111111111111100000,664013777777600,6D-00-5F-7F-FF-60
SB0487,1101101000000110011111111111111111111100000,664031777777600,6D-01-4F-7F-FF-60
SB0490,1011111111110001111101111111000000111000111,577707677403431,5F-7C-3E-7F-03-47
SB0492,1111111000001111110000001111111111110001111,774077007777071,7F-03-78-0F-FF-0F
SB0494,1111111110111001111100001101011100001101111,777347606560671,7F-6E-3E-0D-70-6F
SB0495,1111111111111111101000001111111100001100001,777776407760601,7F-7F-74-0F-F0-61
SB0498,1010110111111111110111001111011100001001111,533777347560471,56-7F-7B-4F-70-4F
SB0507,1000111111111111101111111111111100001100001,437776777760601,47-7F-77-7F-F0-61
SB0511,1111111111100111111111111111000010000001111,777637777410071,7F-79-7F-7F-08-0F
SB0519,1100011101111110111101111111101111111100000,616773677677600,63-5F-5E-7F-BF-60
SB0520,1101011101011110110111111111111111110100000,656573377777200,6B-57-5B-7F-FF-20
SB0521,1101111101111100111101111111111111010100000,676763677775200,6F-5F-1E-7F-FD-20
SB0522,1001111111011111111111111111000010110001111,477577777413071,4F-77-7F-7F-0B-0F
SB0523,1001111111111111110111111111000010110001111,477777377413071,4F-7F-7B-7F-0B-0F
SB0525,1001111111111111111110111111000010110001111,477777737413071,4F-7F-7F-3F-0B-0F
SB0526,1001111111111111111111101111000010110001111,477777767413071,4F-7F-7F-6F-0B-0F
SB0527,1001111111111111111111111111000010100001111,477777777412071,4F-7F-7F-7F-0A-0F
SB0534,1111111111111100101111111111111100001100001,777762777760601,7F-7F-17-7F-F0-61
SB0540,1101111101111110011111111111111111001100000,676771777774600,6F-5F-4F-7F-FC-60
SB0542,1011111111111111111100001111111100001101111,577777607760671,5F-7F-7E-0F-F0-6F
SB0551,1111111111111111111100001111111100001100111,777777607760631,7F-7F-7E-0F-F0-67
SB0554,1111111111111111111111111111100100000000111,777777777620031,7F-7F-7F-7F-90-07
SB0559,1101111101111110111101111111111011111100000,676773677757600,6F-5F-5E-7F-EF-60
SB0560,1101111101111110111111111111111111110000000,676773777777000,6F-5F-5F-7F-FF-00
SB0567,1010110001111111111101111111111100111101111,530777677763671,56-1F-7E-7F-F3-6F
SB0570,1011111111111111111111111111000010110001111,577777777413071,5F-7F-7F-7F-0B-0F
SB0577,1111111011111111111111111111111100001100001,775777777760601,7F-3F-7F-7F-F0-61
SB0581,1111111111111110011101111111000010111101111,777771677413671,7F-7F-4E-7F-0B-6F
SB0589,1111110001111111111110001111111111111101100,770777707777660,7E-1F-7F-0F-FF-6C
SB0591,1101111101111111111101111111111111110100000,676777677777200,6F-5F-7E-7F-FF-20
SB0597,1111101111111111111111111111110100001100111,767777777720631,7D-7F-7F-7F-D0-67
SB0602,1111111111111111011111111111111100001000111,777775777760431,7F-7F-6F-7F-F0-47
SB0613,1111011111111111111111111111000010111101111,757777777413671,7B-7F-7F-7F-0B-6F
SB0614,1111011111111111111111111111111100001100111,757777777760631,7B-7F-7F-7F-F0-67
SB0624,1111111111111111111111111111000000111101111,777777777403671,7F-7F-7F-7F-03-6F
SB0627,1111111111111111111111111111000010101101111,777777777412671,7F-7F-7F-7F-0A-6F
SB0631,1111111100111111111111111111111100011101110,776377777761670,7F-4F-7F-7F-F1-6E
SB0649,1111110001111111111011111111111111111101111,770777577777671,7E-1F-7D-7F-FF-6F
SB0650,1111110110111111111111111111111100111101111,773377777763671,7E-6F-7F-7F-F3-6F
SB0652,1111111110111111111111111111111100111101111,777377777763671,7F-6F-7F-7F-F3-6F
SB0653,1111111111111110000000000000000000000000000,777770000000000,7F-7F-40-00-00-00
SB0654,0001000000000000000000000000000000001100000,040000000000600,08-00-00-00-00-60
SB0655,0001110000000000000000000000000000111100000,070000000003600,0E-00-00-00-03-60
SB0656,0001111000000000000000110000000000001000000,074000030000400,0F-00-00-30-00-40
SB0657,0001111000000000000000110100000000001000000,074000032000400,0F-00-00-34-00-40
SB0658,0001111000000000000000001111111111111100000,074000007777600,0F-00-00-0F-FF-60
SB0659,0001111000000000000000111110111111111100000,074000037377600,0F-00-00-3E-FF-60
SB0660,1101101000001110111111111111000000001100000,664073777400600,6D-03-5F-7F-00-60
SB0661,1101101000001100111111111000000111111100000,664063774037600,6D-03-1F-78-1F-60
SB0662,1001000000000010111111111111111111111100000,440013777777600,48-00-5F-7F-FF-60
SB0663,1101000000000000111111111111111111111100000,640003777777600,68-00-1F-7F-FF-60
SB0664,1101000000000010111110111111111111111100000,640013737777600,68-00-5F-3F-FF-60
SB0665,1101101000001100110001111111111111111100000,664063077777600,6D-03-18-7F-FF-60
SB0666,1101101000001110111111111111111000011100000,664073777741600,6D-03-5F-7F-E1-60
SB0667,1101101000001110110001111111111111111100000,664073077777600,6D-03-58-7F-FF-60
SB0668,1101101000001110111111111111110001111100000,664073777707600,6D-03-5F-7F-C7-60
SB0669,0101101000001100111111111111111111111100000,264063777777600,2D-03-1F-7F-FF-60
SB0670,1101101000001100110111111111111111111100000,664063377777600,6D-03-1B-7F-FF-60
SB0671,1101101000001100111111111111111011111100000,664063777757600,6D-03-1F-7F-EF-60
SB0672,1101101000001100111111111111111101111100000,664063777767600,6D-03-1F-7F-F7-60
SB0673,0101101000001110111111111111111111111100000,264073777777600,2D-03-5F-7F-FF-60
SB0674,1001111000001100111111111111111111111100000,474063777777600,4F-03-1F-7F-FF-60
SB0675,1101111000001100111111111111111111111100000,674063777777600,6F-03-1F-7F-FF-60
SB0676,1111111000001100111111111111111111111100000,774063777777600,7F-03-1F-7F-FF-60
SB0677,1101111000001100111111111111111111111101100,674063777777660,6F-03-1F-7F-FF-6C
SB0678,1101111101011100111111111111111111111100000,676563777777600,6F-57-1F-7F-FF-60
SB0802,1111111111111000010000000000000100001100001,777741000020601,7F-7E-08-00-10-61
SB0807,1101111101111110111101111011111111111100000,676773675777600,6F-5F-5E-7B-FF-60
SB0812,0101101000001100111111111111111101111100000,264063777767600,2D-03-1F-7F-F7-60
SB0813,1101101000001110100011111111111111101100000,664072177776600,6D-03-51-7F-FE-60
SB0814,0000000000000000000000000000000100000000000,000000000020000,00-00-00-00-10-00
SB0815,1101000000000010111111111111111111011100000,640013777775600,68-00-5F-7F-FD-60
SB0816,1101101000001110110001111111111111110100000,664073077777200,6D-03-58-7F-FF-20
SB0818,1101111101111110111111111111111101111100000,676773777767600,6F-5F-5F-7F-F7-60
SB0819,0000000000000000011110001111111111111100000,000001707777600,00-00-0F-0F-FF-60
SB0820,1101111101111110111110111111111111111100000,676773737777600,6F-5F-5F-3F-FF-60
SB0821,1101001101111110000001111111111101111100000,646770077767600,69-5F-40-7F-F7-60
SB0822,1100111101111110111111111111111111111100000,636773777777600,67-5F-5F-7F-FF-60
SB0823,1101001101111110111111111100011101111100000,646773776167600,69-5F-5F-7C-77-60
SB0824,1100011101111110101111111111111111111100000,616772777777600,63-5F-57-7F-FF-60
SB0825,0001001101111110111111111111111101111100000,046773777767600,09-5F-5F-7F-F7-60
SB0826,1101111101111110101111111111111101111100000,676772777767600,6F-5F-57-7F-F7-60
SB0827,0001001101111110111111111111111101001100000,046773777764600,09-5F-5F-7F-F4-60
SB0828,1101111101111110111111111111111110111100000,676773777773600,6F-5F-5F-7F-FB-60
SB0829,1101111101111110111111111111111111011100000,676773777775600,6F-5F-5F-7F-FD-60
SB0830,0000000000000000011110001111111111110000000,000001707777000,00-00-0F-0F-FF-00
SB0831,1101111101111110111111111111111000111100000,676773777743600,6F-5F-5F-7F-E3-60
SB0832,1101001101111110111111111111111101111100000,646773777767600,69-5F-5F-7F-F7-60
SB0833,1101111101111110111111111111110111111100000,676773777737600,6F-5F-5F-7F-DF-60
SB0834,1101111101111110111111111111111011101100000,676773777756600,6F-5F-5F-7F-EE-60
SB0835,0100000000000000111111111110111011111100000,200003777357600,20-00-1F-7E-EF-60
SB0836,1101111101111110111000011111111111111100000,676773417777600,6F-5F-5C-1F-FF-60
SB0837,1101111101111110111101111111111000111100000,676773677743600,6F-5F-5E-7F-E3-60
SB0838,1101111101111110111111111111111011111100000,676773777757600,6F-5F-5F-7F-EF-60
SB0839,1101111101111110111111111111111010111100000,676773777753600,6F-5F-5F-7F-EB-60
SB0840,1101111101111100000000001100001101111100000,676760006067600,6F-5F-00-0C-37-60
SB0841,1101100101111110111111111111111111111100000,662773777777600,6C-5F-5F-7F-FF-60
SB0842,1101111101111110111111111111111110011100000,676773777771600,6F-5F-5F-7F-F9-60
SB0843,1101111101111110111111111111111101101100000,676773777766600,6F-5F-5F-7F-F6-60
SB0844,1101111101111110111111111110001111011100000,676773777075600,6F-5F-5F-7E-3D-60
SB0845,1101111101111110000001111111111111111100000,676770077777600,6F-5F-40-7F-FF-60
SB0846,1000011101111110111111111111111111110000000,416773777777000,43-5F-5F-7F-FF-00
SB0847,0001111101111110111111111111111111111000000,076773777777400,0F-5F-5F-7F-FF-40
SB0848,1101111101110110111101111111111111111100000,676733677777600,6F-5D-5E-7F-FF-60
SB0849,1101011101111110111111111111111111111100000,656773777777600,6B-5F-5F-7F-FF-60
SB0850,1101111101111110111111111111100111111100000,676773777637600,6F-5F-5F-7F-9F-60
SB0851,1101001101111110111111111111111101110100000,646773777767200,69-5F-5F-7F-F7-20
SB0852,1101111101111110111111111111111111110100000,676773777777200,6F-5F-5F-7F-FF-20
SB0853,0000000000000000011111001111111111111100000,000001747777600,00-00-0F-4F-FF-60
SB0854,1101111101111100111100111111111101111100000,676763637767600,6F-5F-1E-3F-F7-60
SB0855,1100011101111110111111111111111111011100000,616773777775600,63-5F-5F-7F-FD-60
SB0856,1101111101111100111111111111111111111100000,676763777777600,6F-5F-1F-7F-FF-60
SB0857,1101111101111110111111111111100000001100000,676773777600600,6F-5F-5F-7F-80-60
SB0858,1101111101111110111101111111111100111100000,676773677763600,6F-5F-5E-7F-F3-60
SB0859,1100000000111110111111111111111111111100000,600373777777600,60-0F-5F-7F-FF-60
SB0860,1101111101111110111111111111110111101100000,676773777736600,6F-5F-5F-7F-DE-60
SB0861,0000000000000000011111001111111111110000000,000001747777000,00-00-0F-4F-FF-00
SB0862,1100001101111110111101111111111001111100000,606773677747600,61-5F-5E-7F-E7-60
SB0863,1101111101111110110000011111110111111100000,676773017737600,6F-5F-58-1F-DF-60
SB0864,1100011101111110111111111111111011111100000,616773777757600,63-5F-5F-7F-EF-60
SB0865,1101111101111110111110111111111101101100000,676773737766600,6F-5F-5F-3F-F6-60
SB0866,0100000000000000111111110000000000000000000,200003770000000,20-00-1F-70-00-00
SB0867,0001111101111110111111111111111111111100000,076773777777600,0F-5F-5F-7F-FF-60
SB0868,1100011101110110111111111111111111111100000,616733777777600,63-5D-5F-7F-FF-60
SB0869,1101111101111110111101111111111111001100000,676773677774600,6F-5F-5E-7F-FC-60
SB0870,1101111101111110110111111111111111111100000,676773377777600,6F-5F-5B-7F-FF-60
SB0871,1101111100111110111111111111111111111100000,676373777777600,6F-4F-5F-7F-FF-60
SB0872,1100000000000000111111111111111111111100000,600003777777600,60-00-1F-7F-FF-60
SB0873,1101111000111110111111111111111111111100000,674373777777600,6F-0F-5F-7F-FF-60
SB0874,0000000000000000011110001011111111111100000,000001705777600,00-00-0F-0B-FF-60
SB0875,1000011101111110111111111111111111111100000,416773777777600,43-5F-5F-7F-FF-60
SB0876,0000111100111110111101111111111111111100000,036373677777600,07-4F-5E-7F-FF-60
SB0877,1101111101111100000000000000000001111100000,676760000007600,6F-5F-00-00-07-60
SB0878,1101111101111110111111111100000000111100000,676773776003600,6F-5F-5F-7C-03-60
SB0879,1101111101111110111111111111100101111100000,676773777627600,6F-5F-5F-7F-97-60
